3423680;115;10015;2013-01-19T05:03:09;maestro;5020 0609 3398 4659;Alexander Francesca;francealexand3294;Francesca.ALEXAN4203@hushmail.com;1956-12-15;7012 Pershing;Elizabeth;United States;07222;NJ;(623) 233-2251;Bostitch 18v Lithium Drill/impact Combo Kit;;
3423691;965;10317;2013-01-09T08:42:59;visaelectron;4917 6622 1056 3236;Barnett Jack;jabarnet4121;Jack.BARN8995@live.com;1985-07-24;8829 Weed;Fort Wayne;United States;46319 ;IN;(567) 880-9110;Black & Decker Matrix Jig Saw Head Attachment;;
3423692;105;10079;2013-01-18T10:59:45;visa;4584 6571 8523 8998;Tanner Messiah;messitann7423;Messia.TAN4580@live.com;1962-12-13;5013 Old Town;Springfield;United States;01118;MA;(503) 949-1579;Bostitch Prozhoze;;
3423697;53;10300;2013-01-04T09:01:26;visaelectron;4844 6037 2099 9682;Acevedo Dominick;domiaceve6023;Dominic.ACEVEDO1421@yahoo.com;1951-09-21;2239 St Michaels;Oklahoma City;United States;73810;OK;(224) 199-6968;Black & Decker 6.5a .5" Vsr 2-speed Hammer Drill;;
3423698;344;10093;2013-01-26T08:28:25;maestro;5018 8128 3448 1761;Knowles Conor;conknowl4386;Cono.KNO9541@live.com;1990-07-19;7334 Charles;Peoria;United States;61578;IL;(912) 703-5958;Rubbermaid Wall Washer Replacement Pads;;
3423702;803;10071;2013-01-25T12:28:12;amex;3434 9345 8947 135;Oneal Keenan;keeon5908;Kee.ONEAL2491@mail2web.com;1976-08-04;8852 Winchester;Buffalo;United States;14258;NY;(608) 285-6017;Bostitch 6.5 Amp 3/8" Drill;;
3423712;477;10340;2013-01-24T07:53:47;maestro;5893 0603 9691 1029;Ruiz Timothy;timotru7958;Tim.RU6669@gmail.com;1958-10-23;7794 Bryn Mawr;Hollywood;United States;33078;FL;(225) 295-5127;Dremel Saw-max Tool Kit;;
3423716;26;10077;2013-01-09T01:01:40;mastercard;5324 3044 2247 7814;Griffith Hank;hangriffit9196;Han.GRIF9092@mail2web.com;1964-03-23;9646 80th;Fort Wayne;United States;46046 ;IN;(757) 105-1273;Skil 7-1/4" 150-tooth Steel Circular Saw Blade;;
3423718;398;10040;2013-01-22T10:43:03;mastercard;5211 2664 2618 8323;Tyson Claudia;claudtyson1724;Cla.TY2525@mail2web.com;1960-06-18;6982 Keene;Santa Ana;United States;92646;CA;(732) 190-8375;Hitachi 18-volt Lithium-ion Cordless Impact Driver;;
3423725;518;10207;2013-01-04T03:24:32;instapayment;6374 6042 4021 6022;Mclaughlin London;lonmclaughlin1410;London.MCLAUGHLI1975@gmail.com;1991-10-13;1258 114th;Aurora;United States;60584;IL;(810) 980-4747;I-bond Cordless Hot Glue Gun;;
3423726;433;10191;2013-01-24T12:58:04;maestro;5893 7718 8332 4886;Patel Kellen;kelpa2613;Kellen.PAT5432@live.com;1988-10-24;6842 Kinzie;Columbus;United States;43354;OH;(507) 315-8809;Skil 4v Max Lithium-ion Screwdriver;;
3423729;581;10345;2013-01-05T08:22:20;visaelectron;4913 1696 5942 6986;Armstrong Jordan;jordanarms2587;Jordan.ARMS3112@gmail.com;1985-11-15;9347 Calumet River;Oklahoma City;United States;73470;OK;(207) 562-9280;Skil 7-1/4" 40-tooth Carbide Tipped Circular Saw Blade;;
3423730;64;10126;2013-01-21T08:48:37;mastercard;5488 1764 1874 9345;Melton Noe;noemel7747;No.MELTO4599@mail2web.com;1975-04-26;4367 Winona;Gilbert;United States;85276;AZ;(340) 721-1138;All Purpose Stik Glue Sticks;;
3423735;795;10030;2013-01-17T09:54:04;visa;4782 8966 0536 6985;Graves Jaden;jadegrav5839;Jade.GRAV8295@gmail.com;1971-06-08;883 Stevenson Dan Ryan Ib;Paterson;United States;07554;NJ;(801) 697-5186;Dremel Universal Carbide Flush Cut Blade;;
3423740;165;10157;2013-01-17T09:09:14;amex;3488 5359 6977 762;Yates Carlie;carliya6134;Carlie.YATES9585@hushmail.com;1988-03-18;7492 Schubert;Fort Wayne;United States;46381 ;IN;(878) 442-5764;Bostitch 29-piece Screwdriving Set;;
3423742;330;10035;2013-01-27T10:06:57;instapayment;6395 4930 1944 0186;Simmons Marisol;marissimmon9839;Marisol.SIM5214@live.com;1959-11-28;8598 Kennison;Greensboro;United States;27488;NC;(973) 326-5682;Stanley Fatmax 7a Hammer Drill;;
3423747;329;10090;2013-01-25T05:53:26;maestro;6761 6212 3098 8759;Carr Davon;davoncarr1000;Da.CAR5687@hushmail.com;1999-03-31;2693 Fern;Hialeah;United States;33069;FL;(501) 998-9035;Powryte 3/8" Air Impact Wrench;;
3423763;793;10022;2013-01-06T08:35:49;amex;3717 6496 4455 952;Cooke Jimena;jimenco5436;Jime.COO5809@live.com;1994-02-20;4839 James M Rochford;Spokane;United States;99257;WA;(805) 682-8410;Dremel Multi-max Mm40 Tool Kit;;
3423764;670;10216;2013-01-24T11:16:09;maestro;5893 5625 8445 1536;Rodriguez Rebekah;rebrodrig2078;Rebe.RODRIGUE6861@gmail.com;1972-09-12;7242 Ewing;West Valley City;United States;84012;UT;(671) 450-2996;Ad-tech: High-temp Glue Sticks;;
3423765;192;10094;2013-01-26T04:27:54;visaelectron;4175 0016 9159 7297;Walker Houston;houstowalker2941;Houston.WALKER6870@gmail.com;1981-09-23;4768 Luella;Sioux Falls;United States;57067;SD;(513) 321-3759;Dewalt Dcf610s2r Drills / Drivers ;;
3423768;12;10059;2013-01-06T03:34:39;maestro;5018 5049 4119 1363;Hickman Jamal;jamahickman7369;Jamal.HICKMAN2469@gmail.com;1986-09-30;5408 Reilly;Oakland;United States;94658;CA;(507) 690-4322;Great Neck 4.8v Cordless Screwdriver;;
3423770;459;10167;2013-01-27T08:54:04;visaelectron;4844 1795 7830 7476;Sosa Seamus;seamusos9674;Seamus.SOSA5834@mail2web.com;1971-11-05;41 James;Boise City;United States;83398;ID;(954) 977-6713;Black & Decker 20v Max Lithium Drill/driver;;
3423773;258;10257;2013-01-24T05:49:15;mastercard;5133 2764 7821 5481;Parks Kendyl;kendypark8808;Kendy.PAR4318@gmail.com;1994-12-12;5495 Kennedy Express;Manchester;United States;03107;NH;(940) 290-3223;Bostitch Low-profile Paper Tape Framing Nailer;;
3423774;256;10030;2013-01-08T12:24:57;instapayment;6370 1579 6070 8367;Rosales Morgan;morganros5254;Morga.ROS9398@live.com;1965-05-27;8544 Cambridge;Cleveland;United States;44250;OH;(917) 975-7417;Dremel Universal Carbide Flush Cut Blade;;
3423778;280;10174;2013-01-02T02:21:33;amex;3706 2277 2478 528;Martin Maximilian;maximimartin1846;Maximil.MART4024@yahoo.com;1962-04-16;2028 76th St Ford City;Charleston;United States;29408 ;SC;(515) 846-1255;Black & Decker Smart Select Linefinder Orbital Jigsaw;;
3423781;948;10320;2013-01-04T08:01:14;maestro;6759 4324 2888 6282;Bruce Jada;jadbr3885;Jad.BR3349@live.com;1959-04-11;7912 Ohare;Columbus;United States;31998;GA;(940) 491-5852;Dremel 8v Max Cordless Rotary Tool;;
3423785;64;10231;2013-01-09T01:20:44;visaelectron;4508 2008 5371 3191;Melton Noe;noemel7747;No.MELTO4599@mail2web.com;1975-04-26;4367 Winona;Gilbert;United States;85276;AZ;(340) 721-1138;Black & Decker 6.0 Amp Accu-trak Saw With Smartselect;;
3423786;844;10243;2013-01-20T07:42:11;mastercard;5161 0222 1468 2419;Garcia Layton;laytogarci6909;Layt.GARCIA4241@yahoo.com;1962-08-16;5537 Kennedy Ib;Mesa;United States;85883;AZ;(947) 669-3284;Bostitch Industrial Air Tool Swivel Plug;;
3423790;462;10348;2013-01-02T08:57:03;visaelectron;4844 1915 8481 9428;Head Tristian;tristihe9637;Tristi.HEA4940@gmail.com;1976-11-28;5803 Polk;Salt Lake City;United States;84072;UT;(507) 241-8351;Black And Decker 1/2" 7-amp Variable Speed Drill;;
3423799;446;10300;2013-01-03T12:02:41;instapayment;6392 0609 4824 2422;Hodge Joyce;joycho5349;Joyce.HOD2712@yahoo.com;1953-12-22;1863 Taft;Honolulu;United States;96036;HI;(907) 862-9343;Black & Decker 6.5a .5" Vsr 2-speed Hammer Drill;;
3423803;799;10289;2013-01-17T02:41:16;amex;3412 7595 1935 341;Burks Malik;malbu2654;Ma.BU5809@gmail.com;1975-12-22;5302 Clinton;Baton Rouge;United States;70586;LA;(432) 487-6426;Weller Welwes51 Analog Soldering Station With Power Unit;;
3423811;456;10167;2013-01-22T07:28:03;mastercard;5487 4244 1262 0372;Sanchez Jordan;jordasan6222;Jorda.SANCHE8609@mail2web.com;1957-03-06;3530 Summerdale;Atlanta;United States;30390;GA;(980) 552-0650;Black & Decker 20v Max Lithium Drill/driver;;
3423812;444;10114;2013-01-03T02:39:09;mastercard;5524 7815 0058 8026;Ayers Aleena;aleayer5094;Alee.AYER4153@live.com;1959-08-07;4726 Dan Ryan Eisenhower;Glendale;United States;85022;AZ;(781) 383-0195;Black & Decker 16" 3.4 Amp Powered Handsaw With Storage Bag;;
3423814;862;10178;2013-01-13T04:09:11;amex;3481 0323 5227 470;Bullock Addyson;addysobullock9056;Addyson.BUL1747@gmail.com;1960-07-20;4108 Paxton;Oxnard;United States;93017;CA;(361) 926-0205;Bostitch 6 Gallon;;
3423816;837;10030;2013-01-05T02:06:11;visaelectron;4844 8097 5261 5498;Stark Tatum;tatumsta4237;Tat.STAR8926@hushmail.com;1990-06-02;804 Avenue F;Coral Springs;United States;33048;FL;(762) 668-9915;Dremel Universal Carbide Flush Cut Blade;;
3423819;455;10267;2013-01-20T04:06:36;visa;4412 7911 2042 1746;Osborn Jeffery;jefferosb3699;Jef.OSBOR2653@mail2web.com;1991-05-18;6134 Winona;Laredo;United States;78029;TX;(814) 213-3392;Ad Tech Designer Series Lo Temp Mini Glue Gun;;
3423820;889;10071;2013-01-25T12:28:11;visa;4817 1875 6286 2797;Rutledge Callan;callanrutle9851;Cal.RUTLED7965@gmail.com;1991-05-20;4951 Oswego;Portland;United States;97615;OR;(612) 146-3964;Bostitch 6.5 Amp 3/8" Drill;;
3423821;575;10089;2013-01-27T02:38:46;amex;3726 8281 1970 453;Strong Asia;asiastron8298;As.STRONG6302@mail2web.com;1995-11-05;1082 Marketplace Access;Boise City;United States;83197;ID;(707) 998-2365;Bostitch 100 Ft Air Compressor Hose Prozhoze;;
3423836;38;10035;2013-01-24T10:38:33;amex;3720 8857 4831 595;Cook Cali;caco2582;Ca.COOK7428@live.com;1964-07-31;776 Kerfoot;Rochester;United States;14686;NY;(731) 252-3242;Stanley Fatmax 7a Hammer Drill;;
3423839;882;10216;2013-01-24T04:57:06;instapayment;6389 6268 0116 1548;Duncan Jacob;jacdunc3340;Ja.DUNCA3155@live.com;1990-03-13;88 Stevenson King Dr;Anchorage;United States;99166;AK;(808) 736-5260;Ad-tech: High-temp Glue Sticks;;
3423842;486;10238;2013-01-26T09:09:10;amex;3789 3645 1477 250;Wheeler Kate;katewheele5400;Kat.WHEE3942@mail2web.com;1950-05-30;8187 Ozanam;Kent;United States;98029;WA;(626) 357-2232;Black & Decker 58-piece Project Kit With 12v Lithium Drill/driver;;
3423843;653;10174;2013-01-01T01:16:41;visa;4083 8497 3002 3654;Chandler Camryn;camrynchandler5973;Camr.CHAN2655@gmail.com;1981-09-13;8296 Woodward;Hampton;United States;23662;VA;(540) 421-8159;Black & Decker Smart Select Linefinder Orbital Jigsaw;;
3423858;540;10317;2013-01-14T08:34:27;visa;4117 0337 5393 8607;Hoover Wesley;weslehoo9045;Wesley.HOOVER1916@yahoo.com;1997-12-12;7914 Magnet;Stockton;United States;95296 ;CA;(918) 190-4415;Black & Decker Matrix Jig Saw Head Attachment;;
3423859;113;10053;2013-01-12T01:02:21;maestro;6759 2516 5401 6285;Mcdonald Amina;aminamcdonald7577;Am.MCDONA5730@yahoo.com;1954-10-24;5483 Mcdermott;Naperville;United States;60487;IL;(906) 993-5550;Rotozip Ss355-10 Rotosaw;The Scotts Company;
3423860;711;10163;2013-01-30T10:27:48;mastercard;5175 9350 0007 6120;Bruce Savannah;savannbruc2145;Savanna.BRUCE2730@yahoo.com;1950-09-25;987 Dan Ryan I57;Chandler;United States;85280;AZ;(936) 134-8768;Black & Decker Matrix Trim Saw Head Attachment;;
3423863;785;10191;2013-01-03T12:14:47;instapayment;6399 3621 1508 4162;Sloan Joanna;joansloan3867;Joa.SLO4814@hushmail.com;1950-01-01;9822 Tripp;Tulsa;United States;74349;OK;(920) 210-0178;Skil 4v Max Lithium-ion Screwdriver;;
3423873;470;10113;2013-01-03T10:16:00;amex;3427 3047 3009 933;Mooney Kenya;kemoone1266;Keny.MOO8623@mail2web.com;1967-09-19;930 Long;Columbus;United States;43231;OH;(848) 417-3993;Bostitch 3/8" Air Ratchet;;
3423880;381;10208;2013-01-02T10:11:01;amex;3768 4419 9817 187;Glass Maritza;maritzaglas5805;Marit.GLASS2213@yahoo.com;1984-03-08;210 Crosby;Montgomery;United States;36188 ;AL;(417) 177-5743;Edsal Heavy-duty Workbench;;
3423882;27;10264;2013-01-06T10:36:34;mastercard;5161 0321 0672 1746;Nixon Abraham;abranixo5269;Abr.NIXON8879@live.com;1969-01-14;7371 Malden;Tampa;United States;33399;FL;(703) 425-6253;Metabo W8-115qwc Compact Class Professional Series Angle Grinder;;
3423883;132;10329;2013-01-23T08:06:58;instapayment;6384 8847 3619 9068;Wilkerson Darnell;darnewilkers9054;Dar.WILKERSO5219@yahoo.com;1958-05-02;8408 Kimball;Jacksonville;United States;32213;FL;(816) 912-0696;Bostitch 2.5 Gallon;;
3423884;823;10187;2013-01-16T07:20:43;maestro;5018 2321 4118 9926;Finley Sienna;siennafinle2221;Sienn.FINLE7585@hushmail.com;1953-12-16;9224 Oakenwald;Oakland;United States;94442;CA;(815) 512-9699;Bostitch 37-piece Quick Load Screwdriving Set;;
3423886;600;10059;2013-01-21T01:50:59;amex;3478 0392 6894 352;Hewitt Dylan;dylahewit8148;Dyla.HEWI9828@mail2web.com;1983-01-30;8559 Jones;Anaheim;United States;92895;CA;(972) 978-8644;Great Neck 4.8v Cordless Screwdriver;;
3423887;647;10345;2013-01-27T10:38:39;amex;3712 5759 1247 280;William Karis;kariswill2458;Kar.WILLIA9134@live.com;1986-09-20;7340 Mankato;Richmond;United States;23211;VA;(385) 907-8410;Skil 7-1/4" 40-tooth Carbide Tipped Circular Saw Blade;;
3423890;298;10174;2013-01-08T11:39:34;maestro;5020 9898 7276 8980;Mitchell Ishaan;ishaamitchel4803;Ishaa.MITCHELL7592@gmail.com;1998-02-10;2275 Arlington;Peoria;United States;61545;IL;(440) 587-7100;Black & Decker Smart Select Linefinder Orbital Jigsaw;;
3423899;473;10244;2013-01-26T06:01:22;instapayment;6387 1831 6958 9193;Mosley Martha;marthmosle3742;Mart.MOS2630@mail2web.com;1974-08-12;7601 State Line;Albuquerque;United States;87268;NM;(802) 593-3378;Black & Decker 5.2a 3.25" Planer Kit;;
3423907;280;10323;2013-01-06T12:12:17;instapayment;6395 1797 0462 1780;Martin Maximilian;maximimartin1846;Maximil.MART4024@yahoo.com;1962-04-16;2028 76th St Ford City;Charleston;United States;29408 ;SC;(515) 846-1255;Black & Decker 18v Cordless Drill Set;;
3423909;705;10307;2013-01-12T10:04:06;visa;4949 4313 5912 6706;Cantrell Ryder;rycantre1685;Ryde.CANTRELL4992@gmail.com;1992-01-18;6542 Columbus Sub;Irving;United States;75044;TX;(862) 892-4504;Black & Decker 56-piece Project Kit With 7.2v Lithium Drill/driver;;
3423911;429;10280;2013-01-25T03:35:02;visa;4261 8463 6673 7221;Ross Marlene;marros9335;Marlene.RO2167@yahoo.com;1961-04-02;65 Dan Ryan Express;Fresno;United States;93224;CA;(857) 150-8522;Black & Decker Random Orbit Sander;;
3423916;459;10215;2013-01-12T10:39:57;visa;4592 5118 9875 2375;Sosa Seamus;seamusos9674;Seamus.SOSA5834@mail2web.com;1971-11-05;41 James;Boise City;United States;83398;ID;(954) 977-6713;Bostitch 1-1/2 Air Pressure Gauge;;
3423918;114;10297;2013-01-19T07:42:11;instapayment;6395 7654 6948 4685;Maldonado Junior;junmaldonad1087;Juni.MALDONADO1655@gmail.com;1967-02-11;3875 Rundell;Anaheim;United States;92892;CA;(747) 263-5709;Black And Decker Platinum 20v Drill/driver With 2 Batteries;;
3423919;838;10015;2013-01-05T05:35:12;visaelectron;4508 3102 6785 8548;Cannon Itzel;itzelcanno7404;Itze.CANNON7754@gmail.com;1969-01-27;6597 Kenton;Lakewood;United States;80223;CO;(352) 984-3447;Bostitch 18v Lithium Drill/impact Combo Kit;;
3423923;296;10276;2013-01-30T11:20:03;maestro;5893 9889 6800 6093;Tucker Lorelei;loreltuck8885;Lore.TUC7474@hushmail.com;1996-03-25;2452 Gettysburg;Buffalo;United States;14246;NY;(321) 847-9672;Black And Decker 3/8" 5-amp Variable Speed Drill With Keyless Chuck;;
3423938;533;10079;2013-01-22T01:49:46;instapayment;6378 5953 9141 8704;Moody Madilynn;madilmood4038;Madily.MOODY3451@hushmail.com;1956-03-09;9862 Jones;Phoenix;United States;85704;AZ;(559) 878-1135;Bostitch Prozhoze;;
3423942;173;10340;2013-01-25T08:03:02;maestro;5893 8531 4267 5504;Navarro Lyla;lylnavar3220;Lyla.NAVARR5646@hushmail.com;1957-07-07;7975 Fillmore;Salem;United States;97346;OR;(754) 329-3125;Dremel Saw-max Tool Kit;;
3423945;106;10231;2013-01-12T02:47:49;instapayment;6378 3875 6014 2152;Mcgee Tabitha;tabithmcgee1340;Tabitha.MC2330@yahoo.com;1962-11-24;4720 Foster;Orlando;United States;32887;FL;(206) 461-1351;Black & Decker 6.0 Amp Accu-trak Saw With Smartselect;;
3423950;133;10207;2013-01-21T03:09:49;mastercard;5580 9667 5230 7982;Rowe Draven;draverow1008;Drav.ROW1873@mail2web.com;1995-03-28;4373 Hollywood;Aurora;United States;80099;CO;(914) 361-6821;I-bond Cordless Hot Glue Gun;;
3423953;49;10014;2013-01-27T04:55:31;maestro;5020 7170 3000 3960;Shepherd Tommy;tomshepherd1528;Tommy.SHEPH2365@live.com;1985-04-25;9681 Dan Ryan Wentworth Av;Chula Vista;United States;91962;CA;(539) 573-5276;Powryte Dual Action Air Sander;;
3423954;564;10242;2013-01-16T06:32:40;visaelectron;4844 5027 3431 5697;Fowler Eli;elfow8669;Eli.FOWL9141@hushmail.com;1997-04-13;1064 Naval Armory;Toledo;United States;43804;OH;(831) 627-5905;Dremel Universal Drywall Jab Saw Blade;;
3423955;50;10336;2013-01-06T03:30:43;visa;4364 6157 8623 6494;Campbell Bronson;bronsoncampbell4952;Bronson.CAMP8630@yahoo.com;1999-03-27;2546 12th;Springfield;United States;65785;MO;(857) 539-8750;Ad Tech Multi-temp Full Size 4" Glue Sticks;;
3423956;208;10110;2013-01-06T02:39:00;mastercard;5545 8929 8205 3457;Wise Peter;petwi5037;Pete.WISE6504@hushmail.com;1957-11-05;6977 Bowen;Anaheim;United States;92847;CA;(971) 443-9701;Bostitch Air Tool Inline Lubricator;;
3423958;811;10336;2013-01-05T05:50:40;amex;3470 4314 8151 824;Mathis Enrique;enriqmath4145;Enri.MATH6155@live.com;1970-10-08;3379 Cherry;Mesa;United States;85216;AZ;(318) 934-6767;Ad Tech Multi-temp Full Size 4" Glue Sticks;;
3423959;560;10074;2013-01-09T04:51:55;visaelectron;4026 6375 5368 2056;Mccullough Skylar;skylamccullo9036;Skylar.MCCULLOUGH9806@gmail.com;1996-03-24;6531 Museum Campus;Gainesville;United States;32607;FL;(813) 558-4578;Black & Decker 5.2 Amp 3/8" Drill And Driver With Storage Bag;;
3423960;587;10286;2013-01-18T07:16:25;mastercard;5595 6117 9663 0956;Sampson Lailah;lailasamp8662;Lailah.SAM6350@hushmail.com;1977-12-29;385 Strong;Montgomery;United States;36114 ;AL;(229) 940-3405;Dremel 160-piece Accessory Kit;;
3423966;344;10191;2013-01-16T02:59:06;maestro;6759 3512 8542 3528;Knowles Conor;conknowl4386;Cono.KNO9541@live.com;1990-07-19;7334 Charles;Peoria;United States;61578;IL;(912) 703-5958;Skil 4v Max Lithium-ion Screwdriver;;
3423972;304;10280;2013-01-27T02:55:14;maestro;5038 4419 9138 1667;Schneider Jordan;jordschnei2835;Jorda.SCHN7771@yahoo.com;1993-12-09;5979 Circle;Birmingham;United States;35025;AL;(573) 889-4677;Black & Decker Random Orbit Sander;;
3423974;561;10285;2013-01-30T09:36:29;instapayment;6378 4208 2694 8482;Clements Julissa;juliclem2317;Juliss.CLEMENTS3643@live.com;1960-10-26;9383 Long;Tallahassee;United States;32388;FL;(754) 934-2839;Bostitch .5" Vsr 2-speed Hammerdrill/drill;;
3423976;524;10131;2013-01-10T10:19:29;visa;4624 0239 6780 1242;Benton Evangeline;evangbenton6043;Evangeli.BENTON7839@yahoo.com;1975-11-13;5730 Ruble;Peoria;United States;85333;AZ;(915) 242-0897;Dremel 8300-01 12v Cordless Multi-max Oscillating Kit;;
3423977;924;10227;2013-01-27T03:50:16;visaelectron;4913 6778 0070 0380;Hooper Giuliana;giuliahooper9161;Giul.HOOP1896@live.com;1991-03-15;2194 Medill;Charlotte;United States;28317;NC;(281) 878-8401;Bostitch 18v Lithium .25" Hex Chuck Impact Driver Kit;;
3423984;998;10306;2013-01-09T12:44:13;amex;3498 2327 2965 679;Sanders Thomas;thosand9993;Thoma.SAND9020@hushmail.com;1960-08-31;9518 Summerdale;Greensboro;United States;27445;NC;(269) 936-0820;Fpc Glue Sticks;;
3423985;838;10267;2013-01-25T05:46:04;mastercard;5443 7337 6763 1526;Cannon Itzel;itzelcanno7404;Itze.CANNON7754@gmail.com;1969-01-27;6597 Kenton;Lakewood;United States;80223;CO;(352) 984-3447;Ad Tech Designer Series Lo Temp Mini Glue Gun;;
3423988;951;10033;2013-01-18T12:41:29;visaelectron;4026 3292 8341 8536;Osborn Alison;alisonosborn9059;Ali.OSB5621@yahoo.com;1953-11-18;8362 Dan Ryan Wentworth Av;St. Louis;United States;63508;MO;(787) 527-2261;Got Air Heavy Duty Portable Air Compressor;;
3423993;140;10231;2013-01-09T09:06:01;amex;3762 5099 2988 656;Stephens Deborah;deborastephens2952;Debor.STEPHEN2593@live.com;1972-02-08;2503 Ohio;Yonkers;United States;10755;NY;(772) 281-5461;Black & Decker 6.0 Amp Accu-trak Saw With Smartselect;;
3423995;633;10243;2013-01-29T02:28:26;maestro;6759 0154 0115 0238;Kidd Cheyanne;cheyki6787;Cheyan.KID7708@live.com;1955-06-14;6409 Hartwell;Lubbock;United States;79988;TX;(830) 349-7651;Bostitch Industrial Air Tool Swivel Plug;;
3424001;783;10022;2013-01-01T07:37:11;visaelectron;4917 4970 5909 3460;Solis Keon;kesol2683;Ke.SOLI6692@mail2web.com;1998-12-13;9809 Indiana;Montgomery;United States;36129 ;AL;(540) 171-9838;Dremel Multi-max Mm40 Tool Kit;;
